Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-02-21 00:00:00-05:00,79.26811961435848,79.68880744191787,77.27209914300379,77.89865112304688,12257600,0.0,0.0
2020-02-26 00:00:00-05:00,72.50133480877095,73.42326426988735,70.79173215454169,71.30193328857422,13125000,0.0,0.0
2020-03-02 00:00:00-05:00,70.72905446008119,72.241738334972,69.0373577321784,72.10747528076172,15043400,0.62,0.0
2020-03-12 00:00:00-04:00,62.720824010538585,65.43644287380108,60.44728727882069,60.465328216552734,19386200,0.0,0.0
2020-03-17 00:00:00-04:00,59.4638989817853,62.98246718395105,56.11674035091426,62.12538146972656,16864500,0.0,0.0
2020-03-27 00:00:00-04:00,59.996198020092386,62.359960480199476,59.481945169535,60.077392578125,9739100,0.0,0.0
2020-04-01 00:00:00-04:00,58.64289600927104,61.981027336507765,58.64289600927104,59.45487594604492,14167900,0.0,0.0
2020-04-06 00:00:00-04:00,61.8006025662725,64.38991496197508,61.03373515194994,64.010986328125,12153100,0.0,0.0
2020-04-16 00:00:00-04:00,69.34297013940456,70.09179646947779,68.00771346790977,69.33394622802734,8819700,0.0,0.0
2020-04-21 00:00:00-04:00,66.14015938357628,66.73561360345629,64.732732148554,64.81392669677734,9273800,0.0,0.0
2020-05-01 00:00:00-04:00,69.3339304213683,70.00155516329767,67.37616197572784,68.24227142333984,9742100,0.0,0.0
2020-05-06 00:00:00-04:00,71.10225074675644,72.30217622086889,70.84061239564136,71.15638732910156,8179700,0.0,0.0
2020-05-11 00:00:00-04:00,72.43749736844391,73.32164778724119,71.7608486898184,72.60891723632812,6604600,0.0,0.0
2020-05-21 00:00:00-04:00,71.69769242305595,72.25705090466028,70.25417667229732,70.3714599609375,8141500,0.0,0.0
2020-05-26 00:00:00-04:00,72.34727888612802,72.6901117385036,70.17297782925229,70.3895034790039,10067300,0.65,0.0
2020-06-05 00:00:00-04:00,80.0079507679625,81.35354208293934,79.84429786393157,80.50800323486328,11882100,0.0,0.0
2020-06-10 00:00:00-04:00,82.05361103987866,83.77196311504565,81.85359004717093,82.74459075927734,9079700,0.0,0.0
2020-06-15 00:00:00-04:00,76.07119248871575,78.707819465177,75.55295946072012,78.5441665649414,9852600,0.0,0.0
2020-06-25 00:00:00-04:00,80.64437874144087,81.33535847342708,79.38971104137629,80.88076782226562,7062600,0.0,0.0
2020-06-30 00:00:00-04:00,81.09895837805429,83.58102604835223,80.91712491688678,82.9264144897461,9378500,0.0,0.0
2020-07-10 00:00:00-04:00,84.55386483543609,85.02663608137928,83.24464148281929,84.10836791992188,5687600,0.0,0.0
2020-07-15 00:00:00-04:00,84.49021600095338,84.49021600095338,82.74458962106635,84.14472961425781,6154100,0.0,0.0
2020-07-20 00:00:00-04:00,83.81742601294356,84.7993365422289,83.00825521331335,84.70841979980469,5407500,0.0,0.0
2020-07-30 00:00:00-04:00,93.11834076870804,97.90972977933936,91.55454792887775,97.45513916015625,42122500,0.0,0.0
2020-08-04 00:00:00-04:00,99.54626095881405,100.9373072710083,98.79164573363552,100.87366485595703,10205400,0.0,0.0
2020-08-14 00:00:00-04:00,103.01023566834633,104.11943093727461,102.346530321383,103.41027069091797,6641000,0.0,0.0
2020-08-19 00:00:00-04:00,102.12833479528932,103.16480089904269,100.69182670885829,100.95549011230469,7747600,0.0,0.0
2020-08-24 00:00:00-04:00,103.98304659123501,105.46500931113896,102.98294181580756,105.38318634033203,10235000,0.65,0.0
2020-09-03 00:00:00-04:00,110.8743813129295,111.24913857034373,105.66428679416289,106.4229507446289,13560800,0.0,0.0
2020-09-08 00:00:00-04:00,102.31884550912167,104.09209926228847,100.19824799993204,100.3353500366211,10245200,0.0,0.0
2020-09-18 00:00:00-04:00,105.15240435591302,105.5088836082818,100.36278013989961,101.17628479003906,15443200,0.0,0.0
2020-09-23 00:00:00-04:00,103.87274835291612,104.1378239625824,100.60958677325985,101.06661224365234,6553300,0.0,0.0
2020-09-28 00:00:00-04:00,105.99332823239729,108.53438829988683,105.04271457879436,108.28759765625,9043600,0.0,0.0
2020-10-08 00:00:00-04:00,113.34230176981504,113.73534390167266,111.36794864969643,111.8249740600586,4757500,0.0,0.0
2020-10-13 00:00:00-04:00,116.51406342063166,117.16303171617479,114.6219784326834,116.50492095947266,7605700,0.0,0.0
2020-10-23 00:00:00-04:00,117.53779677352739,118.00397163853812,116.17586294436273,117.8028793334961,3943100,0.0,0.0
2020-10-28 00:00:00-04:00,112.88527836245258,113.17777435132814,110.64585660140418,111.13030242919922,8234800,0.0,0.0
2020-11-02 00:00:00-05:00,113.79930320002539,115.32576607529684,111.88894073462333,113.31485748291016,5860300,0.0,0.0
2020-11-12 00:00:00-05:00,134.88650651244345,135.74570269687638,130.77327720310006,131.54107666015625,8580700,0.0,0.0
2020-11-17 00:00:00-05:00,136.21185045973402,136.97051427701737,134.5299864329899,135.95591735839844,7438600,0.0,0.0
2020-11-27 00:00:00-05:00,132.98528454500627,133.84448076625375,131.34912545024554,131.46795654296875,3878000,0.0,0.0
2020-12-02 00:00:00-05:00,138.16750576120037,139.06715148933426,137.35049027860973,137.68096923828125,7800300,0.65,0.0
2020-12-07 00:00:00-05:00,145.5482279075479,145.93378443884896,143.85911910160905,145.0616912841797,7009300,0.0,0.0
2020-12-17 00:00:00-05:00,138.4980094595995,138.8284884783017,136.21220908712047,137.2678985595703,7039000,0.0,0.0
2020-12-22 00:00:00-05:00,134.58735556895553,134.97291209761545,132.85234418623432,134.33949279785156,5751500,0.0,0.0
2021-01-06 00:00:00-05:00,139.10384787582615,141.251953843213,137.21277951098995,138.79173278808594,7174600,0.0,0.0
2021-01-11 00:00:00-05:00,143.299128919058,145.16265899853212,142.2158867503846,143.3083038330078,5147800,0.0,0.0
2021-01-21 00:00:00-05:00,152.21283435888805,152.83707859404583,149.94538431239565,151.23976135253906,6295700,0.0,0.0
2021-01-26 00:00:00-05:00,150.73487143012758,151.14796663961542,147.71467213531557,149.22018432617188,6554200,0.0,0.0
2021-02-05 00:00:00-05:00,136.64366926094655,136.68955784119126,132.76053725903031,133.8804931640625,24695400,0.0,0.0
2021-02-10 00:00:00-05:00,135.51449007729127,135.63383397367812,132.53100472761645,133.56834411621094,11701300,0.0,0.0
2021-02-25 00:00:00-05:00,128.11547609532698,129.28133454227287,123.94778183122891,124.41595458984375,12701100,0.0,0.0
2021-03-02 00:00:00-05:00,128.5193896528614,128.6111948198999,125.55426765654234,125.80211639404297,8693200,0.65,0.0
2021-03-12 00:00:00-05:00,119.81594864511082,120.21257536586744,117.71295160612944,119.88973999023438,9365700,0.0,0.0
2021-03-17 00:00:00-04:00,121.11648448196176,125.07346234365626,119.61301585988227,123.52387237548828,10781500,0.0,0.0
2021-03-22 00:00:00-04:00,122.63838734310085,125.02732354996338,122.30633340156443,123.68065643310547,9036900,0.0,0.0
2021-04-01 00:00:00-04:00,124.05885904583562,127.68376913814723,123.2287310462366,127.09345245361328,14069600,0.0,0.0
2021-04-06 00:00:00-04:00,128.99354251395312,129.34403379448298,126.95509716136345,127.34249114990234,9100000,0.0,0.0
2021-04-16 00:00:00-04:00,126.93663325794621,128.21872778645078,126.04193267968137,127.48084259033203,6583900,0.0,0.0
2021-04-21 00:00:00-04:00,122.50927594940579,125.78368048308577,122.21411058706059,125.61766052246094,7237900,0.0,0.0
2021-04-26 00:00:00-04:00,124.82439809325682,128.84593392795506,124.63069410079889,128.172607421875,9715400,0.0,0.0
2021-05-06 00:00:00-04:00,124.04963866057327,125.94048730797915,122.76754396965536,125.44241333007812,8352500,0.0,0.0
2021-05-11 00:00:00-04:00,115.52691710757917,118.57996152736318,115.08417612532106,118.40470886230469,11948000,0.0,0.0
2021-05-21 00:00:00-04:00,121.88207292133892,122.38937965942685,120.36016678133612,121.25486755371094,8674000,0.0,0.0
