Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-12-23 09:30:00-05:00,58.2400016784668,58.630001068115234,58.18000030517578,58.31999969482422,1687170,0.0,0.0
2024-12-23 10:30:00-05:00,58.32500076293945,58.369998931884766,58.119998931884766,58.275001525878906,880944,0.0,0.0
2024-12-23 11:30:00-05:00,58.275001525878906,58.44499969482422,58.22999954223633,58.41999816894531,666571,0.0,0.0
2024-12-23 12:30:00-05:00,58.42499923706055,58.55500030517578,58.369998931884766,58.54499816894531,852436,0.0,0.0
2024-12-23 13:30:00-05:00,58.54499816894531,58.755001068115234,58.529998779296875,58.70500183105469,925803,0.0,0.0
2024-12-23 14:30:00-05:00,58.70500183105469,58.7599983215332,58.64500045776367,58.70500183105469,1087026,0.0,0.0
2024-12-23 15:30:00-05:00,58.709999084472656,59.01499938964844,58.709999084472656,58.97999954223633,2293796,0.0,0.0
2024-12-24 09:30:00-05:00,59.04999923706055,59.66999816894531,58.8473014831543,59.34859848022461,1968880,0.0,0.0
2024-12-24 10:30:00-05:00,59.34000015258789,59.58000183105469,59.33000183105469,59.55500030517578,959379,0.0,0.0
2024-12-24 11:30:00-05:00,59.55500030517578,59.689998626708984,59.4901008605957,59.685001373291016,1024214,0.0,0.0
2024-12-26 09:30:00-05:00,59.61000061035156,59.79499816894531,59.400001525878906,59.724998474121094,1276594,0.0,0.0
2024-12-26 10:30:00-05:00,59.724998474121094,59.81999969482422,59.650001525878906,59.790000915527344,680209,0.0,0.0
2024-12-26 11:30:00-05:00,59.779998779296875,59.85499954223633,59.72999954223633,59.797401428222656,487260,0.0,0.0
2024-12-26 12:30:00-05:00,59.79499816894531,59.86000061035156,59.7400016784668,59.78799819946289,435051,0.0,0.0
2024-12-26 13:30:00-05:00,59.784400939941406,59.834999084472656,59.689998626708984,59.82500076293945,611371,0.0,0.0
2024-12-26 14:30:00-05:00,59.82500076293945,59.93000030517578,59.81999969482422,59.875,708132,0.0,0.0
2024-12-26 15:30:00-05:00,59.875,60.05500030517578,59.849998474121094,59.9900016784668,1888620,0.0,0.0
