Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-12-23 09:30:00-05:00,255.33999633789062,255.4199981689453,253.4499969482422,253.61000061035156,10204214,0.0,0.0
2024-12-23 11:00:00-05:00,253.60000610351562,255.22999572753906,253.55999755859375,254.42999267578125,3965772,0.0,0.0
2024-12-23 12:30:00-05:00,254.42999267578125,254.7550048828125,253.72000122070312,254.2238006591797,4980992,0.0,0.0
2024-12-23 14:00:00-05:00,254.2100067138672,254.4600067138672,253.67999267578125,254.33999633789062,3692444,0.0,0.0
2024-12-23 15:30:00-05:00,254.33999633789062,255.64999389648438,254.33999633789062,255.30999755859375,4322344,0.0,0.0
2024-12-24 09:30:00-05:00,255.86000061035156,258.0,255.75999450683594,257.56610107421875,8858784,0.0,0.0
2024-12-24 11:00:00-05:00,257.5400085449219,257.7200012207031,256.8700866699219,257.3599853515625,4531877,0.0,0.0
2024-12-24 12:30:00-05:00,257.3775939941406,258.2099914550781,257.04998779296875,258.2099914550781,3359419,0.0,0.0
2024-12-26 09:30:00-05:00,258.9790954589844,260.0899963378906,257.6300048828125,258.3550109863281,9495628,0.0,0.0
2024-12-26 11:00:00-05:00,258.3699951171875,259.3399963378906,258.30999755859375,258.9849853515625,3416692,0.0,0.0
2024-12-26 12:30:00-05:00,258.9880065917969,259.32501220703125,258.4599914550781,258.6499938964844,2629572,0.0,0.0
2024-12-26 14:00:00-05:00,258.6199951171875,259.4700012207031,258.4100036621094,259.1099853515625,3053347,0.0,0.0
2024-12-26 15:30:00-05:00,259.1199951171875,259.510009765625,259.010009765625,259.1000061035156,2691314,0.0,0.0
2024-12-27 09:30:00-05:00,257.8999938964844,258.70001220703125,254.5,254.9499969482422,9925381,0.0,0.0
2024-12-27 11:00:00-05:00,254.9499969482422,255.0399932861328,253.05999755859375,253.67999267578125,7401690,0.0,0.0
2024-12-27 12:30:00-05:00,253.6699981689453,255.33999633789062,253.64779663085938,255.3000030517578,4555694,0.0,0.0
2024-12-27 14:00:00-05:00,255.2899932861328,255.55990600585938,254.9600067138672,255.1699981689453,3718986,0.0,0.0
2024-12-27 15:30:00-05:00,255.1699981689453,255.82000732421875,254.97000122070312,255.72000122070312,5269742,0.0,0.0
2024-12-30 09:30:00-05:00,252.72000122070312,252.8699951171875,250.75,251.69000244140625,9791242,0.0,0.0
2024-12-30 11:00:00-05:00,251.69000244140625,253.10000610351562,251.05999755859375,253.0500030517578,4408820,0.0,0.0
